t,code,sum_assured_pp,pol_term,premium_pp,duration,surr_val_pp,acq_exp_per_pol,acq_perc_prem,age,claim_pp,lapse_rate,coc_rate,comm_rate,disc_rate,maint_exp_per_pol,maint_perc_prem,prem_tax_rate,ra_perc_av,ra_rate,ra_perc_prem,acq_exp_pp,mort_rate,comm_pp,maint_exp_pp,prem_tax_pp,pols_if,AV_if,SA_if,be_acq_exp,be_claim,be_comm,be_maint_exp,be_prem_tax,be_premium,be_surr_val,pv_pol_if,ra,new_dac,pv_acq_exp,pv_premium,pv_surr_ben,pv_maint_exp,pv_comm,pv_claim,pv_prem_tax,coc_ra,pv_cf,dac_alloc_fact,dac_unwind,pv_coc_ra,dac_alloc,pv_cf_unwind,csm,csm_alloc,csm_unwind,k_factor
10,A,100000.0,55.0,2000.0,10.0,14357.0,0.0,0.0,44.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.00535,0.0,100.0,70.0,0.39302539967563416,5642.66566314308,39302.53996756342,0.0,229.78214843594125,0.0,42.94993428709183,30.06495400096428,858.9986857418365,493.3057652478219,2.907016970503806,179.78842492576638,0.0,0.0,6673.014514358864,6851.1917901032975,333.65072571794315,0.0,4837.90000847831,233.5555080025603,10.787305495545983,5583.283517943247,291.77411225482774,0.0,127.83014673713217,114.67463708395702,254.77069261588105,339.2923852096527,45.87194593529065,13.571695408386109,116.71496542754997
11,A,100000.0,55.0,2000.0,11.0,16236.0,0.0,0.0,45.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.00615,0.0,100.0,70.0,0.3593596299902187,5834.562952521191,35935.96299902187,0.0,241.71062080051502,0.0,39.30253996756342,27.51177797729439,786.0507993512683,510.4928311306877,2.630272249648324,179.6676312077194,0.0,0.0,6046.57646176171,6631.933696459608,302.3288230880854,0.0,4801.633860381502,211.63017616165985,10.780057872463164,5900.950094329146,291.77411225482774,0.0,122.15604711107147,104.85183702061943,264.80746302942225,306.9921346827482,41.94264679036552,12.279685387309929,116.71496542754997
12,A,100000.0,55.0,2000.0,12.0,18145.0,0.0,0.0,46.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.00706,0.0,100.0,70.0,0.32827674692228875,5956.581572904929,32827.67469222887,0.0,253.7078987730944,0.0,35.93596299902187,25.15517409931531,718.7192599804374,521.6464388938015,2.3761235096440383,177.782396148761,0.0,0.0,5470.946688906859,6386.718213187305,273.5473344453429,0.0,4751.988593996247,191.48313411174007,10.666943768925659,6132.790586833775,291.77411225482774,0.0,116.26223112305118,95.78265640715355,271.616748388635,277.3291732796926,38.3148091677035,11.093166931187705,116.71496542754997
13,A,100000.0,55.0,2000.0,13.0,20087.0,0.0,0.0,47.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.00816,0.0,100.0,70.0,0.2995501679740107,6017.064224093952,29955.01679740107,0.0,267.8738254885876,0.0,32.827674692228875,22.979372284560213,656.5534938445775,527.5276012342412,2.142891703107511,174.93867843488766,0.0,0.0,4942.3165260834785,6120.540502820996,247.11582630417394,0.0,4688.360238983002,172.98107841292176,10.49632070609326,6286.6811204376145,291.77411225482774,0.0,110.24577659904757,87.40098433640149,275.49710269221606,250.10753104317678,34.96198749890344,10.004301241727072,116.71496542754997
14,A,100000.0,55.0,2000.0,14.0,22062.0,0.0,0.0,48.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.0093,0.0,100.0,70.0,0.27302320329890417,6023.437911180424,27302.320329890415,0.0,278.5816562158299,0.0,29.95501679740107,20.968511758180746,599.1003359480213,528.6940644674099,1.9290572032578006,171.26481303746084,0.0,0.0,4457.193553528457,5837.834521699595,222.85967767642288,0.0,4608.020823053735,156.001774373496,10.27588878224765,6367.523243274791,291.77411225482774,0.0,104.15928695691622,79.66110276750712,276.62800202668916,225.14984478600041,31.865893733950546,9.005993791440018,116.71496542754997
15,A,100000.0,55.0,2000.0,15.0,24071.0,0.0,0.0,49.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.01049,0.0,100.0,70.0,0.2485464547045948,5982.761711194302,24854.64547045948,0.0,286.40134026055046,0.0,27.302320329890417,19.11162423092329,546.0464065978083,525.7553221286338,1.7331962880892084,166.88270278442218,0.0,0.0,4012.4169462836535,5542.653838100169,200.6208473141827,0.0,4513.759999760055,140.43459311992788,10.01296216706533,6385.052332010681,291.77411225482774,0.0,98.04976965294523,72.5194211755179,275.38739176190705,202.28994484348988,29.009090867986895,8.091597793739595,116.71496542754997
16,A,100000.0,55.0,2000.0,16.0,26111.0,0.0,0.0,50.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.01253,0.0,100.0,70.0,0.2257975942169745,5895.800982599421,22579.75942169745,0.0,311.42870774485726,0.0,24.85464547045948,17.398251829321637,497.0929094091896,519.183718303334,1.553977684908182,161.90813152366715,0.0,0.0,3605.0253612732795,5238.604669495543,180.25126806366399,0.0,4407.909059489906,126.17588764456478,9.71448789142003,6347.915523420399,291.77411225482774,0.0,91.95879827199772,65.88189260193356,272.1102214211923,181.3724517692426,26.353958402658137,7.254898070769704,116.71496542754997
17,A,100000.0,55.0,2000.0,17.0,28177.0,0.0,0.0,51.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.01387,0.0,100.0,70.0,0.20485251905837026,5772.129429507699,20485.251905837027,0.0,313.18126317894365,0.0,22.57975942169745,15.805831595188216,451.59518843394903,508.98390498013526,1.3903391980875348,156.3016106688741,0.0,0.0,3232.2497499386536,4928.965137972031,161.6124874969327,0.0,4272.796714124645,113.12874124785287,9.378096640132446,6244.2533309028095,291.77411225482774,0.0,85.9226623114576,59.77066189142116,266.2985171327949,162.27339143735418,23.909354679644206,6.490935657494167,116.71496542754997
18,A,100000.0,55.0,2000.0,18.0,30264.0,0.0,0.0,52.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.01532,0.0,100.0,70.0,0.18557704418908436,5616.303665338449,18557.704418908437,0.0,313.83405919742324,0.0,20.485251905837025,14.339676334085919,409.7050381167405,495.97253094260145,1.241100246952666,150.26751683007691,0.0,0.0,2891.8807439648926,4617.139838510778,144.59403719824465,0.0,4130.527319510687,101.21582603877124,9.016051009804615,6101.596277293588,291.77411225482774,0.0,79.98147216378347,54.146577323145024,259.0590554868162,144.85497241520414,21.659618296675895,5.794198896608166,116.71496542754997
19,A,100000.0,55.0,2000.0,19.0,32364.0,0.0,0.0,53.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.01689,0.0,100.0,70.0,0.16784723607971228,5432.207948483808,16784.723607971227,0.0,313.4396276353635,0.0,18.557704418908436,12.990393093235905,371.1540883781687,480.4812366508421,1.1051672126416883,143.8741708189133,0.0,0.0,2581.4627340820784,4305.8529011086075,129.07313670410394,0.0,3981.914353093692,90.35119569287274,8.632450249134799,5925.728852517199,291.77411225482774,0.0,74.1646800405302,48.97347830158454,250.61339373532894,128.98955301513644,19.590284356153436,5.1595821206054575,116.71496542754997
20,A,100000.0,55.0,2000.0,20.0,34473.0,0.0,0.0,54.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.01861,0.0,100.0,70.0,0.1515457110949673,5224.235298576808,15154.571109496732,0.0,312.36370634434456,0.0,16.784723607971227,11.74930652557986,335.69447215942455,462.89582155007366,0.9815266650676435,137.17818910322723,0.0,0.0,2298.7209915320664,3997.60578050211,114.93604957660332,0.0,3827.7512995820766,80.45523470362231,8.230691346193634,5722.0273728323455,291.77411225482774,0.0,68.4988169930166,44.21711532076068,241.16751259432877,114.55885077958845,17.687652431142585,4.582354031183538,116.71496542754997
21,A,100000.0,55.0,2000.0,21.0,36585.0,0.0,0.0,55.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.02049,0.0,100.0,70.0,0.13656529631666092,4996.24136574504,13656.529631666092,0.0,310.5171620335881,0.0,15.15457110949673,10.608199776647712,303.09142218993463,443.5439872327503,0.8692420205753819,130.24747685768062,0.0,0.0,2041.5475801475477,3694.6141901721207,102.07737900737737,0.0,3668.497645221015,71.45416530516415,7.814848611460837,5495.095799558129,291.77411225482774,0.0,63.00807832654364,39.846218097611235,230.89697803447677,101.45355237962941,15.939213838202196,4.058142095185176,116.71496542754997
22,A,100000.0,55.0,2000.0,22.0,38702.0,0.0,0.0,56.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.02256,0.0,100.0,70.0,0.12280563257321649,4752.823591848624,12280.563257321648,0.0,308.091308490387,0.0,13.656529631666093,9.559570742166265,273.13059263332184,422.8280078437929,0.7674464050817363,123.14092768873314,0.0,0.0,1807.9944042759175,3398.8547705462556,90.39972021379587,0.0,3504.7203889962675,63.2798041496571,7.388455661323988,5249.260279630058,291.77411225482774,0.0,57.71355284814455,35.831504423942796,219.9669908755819,89.5724806366124,14.333255160091367,3.582899225464496,116.71496542754997
23,A,100000.0,55.0,2000.0,23.0,40825.0,0.0,0.0,57.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.02485,0.0,100.0,70.0,0.1101735995954703,4497.8372034850745,11017.35995954703,0.0,305.171996944443,0.0,12.28056325732165,8.596394280125153,245.61126514643297,401.08319598412504,0.6753386287117893,115.93342937441929,0.0,0.0,1596.2583641082995,3111.980953524313,79.81291820541497,0.0,3336.8178960657315,55.86904274379047,6.956005762465157,4988.22244643095,291.77411225482774,0.0,52.633639300746346,32.145804215887196,208.51827016159743,78.82212470198553,12.858907867814048,3.152884988079421,116.71496542754997
24,A,100000.0,55.0,2000.0,24.0,42954.0,0.0,0.0,58.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.02737,0.0,100.0,70.0,0.0985854963205789,4234.641408954146,9858.549632057891,0.0,301.54514209280217,0.0,11.01735995954703,7.71215197168292,220.3471991909406,378.59174376190646,0.5921785742647906,108.68625600093144,0.0,0.0,1404.6729829203412,2835.37699568116,70.23364914601706,0.0,3165.118614963918,49.163554402211936,6.521175360055886,4715.219831272965,291.77411225482774,0.0,47.78297911031105,28.764695670138497,196.67350074130704,69.1161018222509,11.506402794714221,2.764644072890036,116.71496542754997
25,A,100000.0,55.0,2000.0,25.0,45090.0,0.0,0.0,59.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.03013,0.0,100.0,70.0,0.08796590609112467,3966.3827056488117,8796.590609112467,0.0,297.03810041390426,0.0,9.85854963205789,6.9009847424405235,197.17099264115782,355.61760232759224,0.5172802209148033,101.45236255358134,0.0,0.0,1231.6988150785767,2570.2003317465005,61.584940753928834,0.0,2990.1782174696727,43.10945852775018,6.08714175321488,4433.374133419276,291.77411225482774,0.0,43.1731229146676,25.666174158429445,184.55142366743746,60.374343100426714,10.266937688228724,2.414973724017069,116.71496542754997
26,A,100000.0,55.0,2000.0,26.0,47225.0,0.0,0.0,60.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.03313,0.0,100.0,70.0,0.07824746797253966,3695.2366750031856,7824.746797253966,0.0,291.43104687989603,0.0,8.796590609112467,6.157613426378727,175.93181218224936,332.335193212269,0.4500055236602708,94.28185814846742,0.0,0.0,1075.9089353349154,2317.3907426887686,53.79544676674578,0.0,2812.7472457545555,37.656812736722046,5.656911488908045,4145.681312611877,291.77411225482774,0.0,38.812906078039425,22.830585503875824,172.26635683034544,52.52237913621506,9.13265051920829,2.1008951654486023,116.71496542754997
27,A,100000.0,55.0,2000.0,27.0,49350.0,0.0,0.0,61.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.03634,0.0,100.0,70.0,0.06937163858750417,3423.490364293331,6937.163858750417,0.0,284.3512986122091,0.0,7.824746797253966,5.477322758077777,156.49493594507933,308.9210035555866,0.389758276634142,87.20680305539545,0.0,0.0,935.9762080787729,2077.75117918405,46.798810403938646,0.0,2633.826088704842,32.759167282757055,5.232408183323727,3855.159037496815,291.77411225482774,0.0,34.70851083225296,20.24084826453178,159.9340761554625,45.49062378245537,8.09670839939304,1.819624951298215,116.71496542754997
