t,code,sum_assured_pp,pol_term,premium_pp,duration,surr_val_pp,acq_exp_per_pol,acq_perc_prem,age,claim_pp,lapse_rate,coc_rate,comm_rate,disc_rate,maint_exp_per_pol,maint_perc_prem,prem_tax_rate,ra_perc_av,ra_rate,ra_perc_prem,acq_exp_pp,mort_rate,comm_pp,maint_exp_pp,prem_tax_pp,pols_if,AV_if,SA_if,be_acq_exp,be_claim,be_comm,be_maint_exp,be_prem_tax,be_premium,be_surr_val,pv_pol_if,ra,new_dac,pv_acq_exp,pv_premium,pv_surr_ben,pv_maint_exp,pv_comm,pv_claim,pv_prem_tax,coc_ra,pv_cf,dac_alloc_fact,dac_unwind,pv_coc_ra,dac_alloc,pv_cf_unwind,csm,csm_alloc,csm_unwind,k_factor
28,A,100000.0,55.0,2000.0,28.0,51449.0,0.0,0.0,62.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.0398,0.0,100.0,70.0,0.06128179558198378,3152.8871008974834,6128.179558198378,0.0,276.0991215782666,0.0,6.9371638587504165,4.856014701125292,138.74327717500833,285.52811469508015,0.3359769691120035,80.26298584574234,0.0,0.0,810.6605230190413,1851.9402227958255,40.53302615095207,0.0,2454.8278336408266,28.373118305666452,4.8157791507445395,3565.0136778742294,291.77411225482774,0.0,30.864443082219356,17.880441503315144,147.6785510595745,39.213540334360545,7.152502652689422,1.5685416133744219,116.71496542754997
29,A,100000.0,55.0,2000.0,29.0,53508.0,0.0,0.0,63.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.04357,0.0,100.0,70.0,0.053922807928598604,2885.3016066434543,5392.28079285986,0.0,267.0047833507033,0.0,6.1281795581983785,4.289725690738865,122.56359116396756,262.32530544006306,0.28813425229449985,73.47564726688691,0.0,0.0,698.7939356777944,1640.4897170125785,34.93969678388972,0.0,2276.9218254081934,24.457787748722808,4.408538836013214,3278.01509127559,291.77411225482774,0.0,27.283241654763597,15.733279413654444,135.6064310876248,33.629579295045545,6.293598663142803,1.345183171801822,116.71496542754997
30,A,100000.0,55.0,2000.0,30.0,55514.0,0.0,0.0,64.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.04772,0.0,100.0,70.0,0.047241642611506214,2622.572547935156,4724.164261150621,0.0,257.3196394352725,0.0,5.392280792859861,3.774596555001902,107.8456158571972,239.47766074785784,0.24573681445768128,66.87290948073085,0.0,0.0,599.27955829438,1443.7840002530186,29.963977914719,0.0,2100.993915073818,20.9747845403033,4.0123745688438515,2996.4371194874793,291.77411225482774,0.0,23.96603248494093,13.783888334432067,123.80463431987259,28.681163803704564,5.51380668414262,1.1472465521481825,116.71496542754997
31,A,100000.0,55.0,2000.0,31.0,57464.0,0.0,0.0,65.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.05231,0.0,100.0,70.0,0.04118879770357846,2366.8730712384327,4118.879770357846,0.0,247.121032500789,0.0,4.724164261150621,3.306914982805435,94.48328522301243,217.17550008220744,0.2083246444244823,60.48253020265918,0.0,0.0,511.0913001346701,1262.0576995152815,25.554565006733505,0.0,1927.714032241498,17.888195504713455,3.6289518121595505,2722.123192133556,291.77411225482774,0.0,20.912299215494713,12.017824884805293,112.34301592450451,24.314603671710127,4.807349099975509,0.9725841468684051,116.71496542754997
32,A,100000.0,55.0,2000.0,32.0,59360.0,0.0,0.0,66.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.05737,0.0,100.0,70.0,0.035719732668978224,2120.3233312305474,3571.973266897822,0.0,236.3001324254296,0.0,4.118879770357846,2.883215839250492,82.37759540715692,195.5973625347534,0.17546883249788317,54.339557034376995,0.0,0.0,433.272335508124,1095.3645074136853,21.6636167754062,0.0,1757.701561030369,15.164531742784341,3.2603734220626195,2456.621881454121,291.77411225482774,0.0,18.119839371954953,10.42209328947089,101.27989525006679,20.479838718603027,4.169027363541121,0.8191935487441211,116.71496542754997
33,A,100000.0,55.0,2000.0,33.0,61209.0,0.0,0.0,67.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.06294,0.0,100.0,70.0,0.030793810079209318,1884.8583211383232,3079.3810079209316,0.0,224.81999741854892,0.0,3.5719732668978224,2.5003812868284756,71.43946533795645,174.90952935483904,0.14676785312882026,48.47882117833725,0.0,0.0,364.9305297050058,943.5817251754794,18.24652648525029,0.0,1591.7094910461542,12.772568539675202,2.908729270700235,2201.3797815415533,291.77411225482774,0.0,15.584259524770532,8.984836598805066,90.66987569303134,17.130004903806025,3.5940984787774553,0.685200196152241,116.71496542754997
34,A,100000.0,55.0,2000.0,34.0,63023.0,0.0,0.0,68.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.06902,0.0,100.0,70.0,0.026374947602938906,1662.2283227800187,2637.4947602938905,0.0,212.5388771667027,0.0,3.0793810079209316,2.1555667055446524,61.58762015841864,155.2574634097607,0.12184475717476376,42.932114136232045,0.0,0.0,305.23070694173134,806.4154648276595,15.261535347086566,0.0,1430.5578732694516,10.683074742960597,2.5759268481739226,1957.687241245427,291.77411225482774,0.0,13.29890063506112,7.695526922615096,80.5615965476152,14.22110662118081,3.0783510976304562,0.5688442648472324,116.71496542754997
35,A,100000.0,55.0,2000.0,35.0,64808.0,0.0,0.0,69.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.0756,0.0,100.0,70.0,0.022430521439024187,1453.6772334202794,2243.0521439024187,0.0,199.39460387821813,0.0,2.6374947602938907,1.8462463322057234,52.74989520587781,136.74460834010117,0.1003435998588154,37.72830754809999,0.0,0.0,253.38881025464522,683.4146200110052,12.66944051273226,0.0,1275.2413110335272,8.868608358912583,2.2636984528859996,1726.805169661532,291.77411225482774,0.0,11.254929812289642,6.544645480284164,71.00285295099641,11.711599788397587,2.6179775342776264,0.46846399153590346,116.71496542754997
36,A,100000.0,55.0,2000.0,36.0,66563.0,0.0,0.0,70.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.08269,0.0,100.0,70.0,0.018929682291532773,1260.016442371296,1892.9682291532774,0.0,185.477981779291,0.0,2.2430521439024185,1.5701365007316932,44.86104287804837,119.44342388366137,0.08192682241414383,32.8867333130397,0.0,0.0,208.66447165071813,574.0065964713443,10.433223582535906,0.0,1126.8563595966502,7.303256507775135,1.973203998782382,1509.9349645075877,291.77411225482774,0.0,9.441428551895228,5.523191245877908,62.03931274964009,9.562086245655864,2.2093772142107526,0.3824834498262346,116.71496542754997
37,A,100000.0,55.0,2000.0,37.0,68279.0,0.0,0.0,71.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.09024,0.0,100.0,70.0,0.015843750340621267,1081.7954295072796,1584.3750340621268,0.0,170.82145299879176,0.0,1.8929682291532774,1.325077760407294,37.85936458306555,103.3999821746853,0.06627421301917681,28.418374836986494,0.0,0.0,170.35556592357653,477.52343644653666,8.517778296178827,0.0,986.4526322012251,5.96244480732518,1.7051024902191896,1308.1007258276893,291.77411225482774,0.0,7.845881695188656,4.622796190421895,53.70968177684777,7.735192481271346,1.8492027732483443,0.3094076992508538,116.71496542754997
38,A,100000.0,55.0,2000.0,38.0,69942.0,0.0,0.0,72.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.09824,0.0,100.0,70.0,0.013144279482585945,919.3371955710262,1314.4279482585946,0.0,155.64900334626333,0.0,1.5843750340621268,1.1090625238434888,31.687500681242536,88.65148690589862,0.05308143119932262,24.329346148051204,0.0,0.0,137.79604939413144,393.22439172971286,6.889802469706572,0.0,855.0892844904826,4.822861728794601,1.4597607688830723,1122.230291024565,291.77411225482774,0.0,6.454614472777014,3.8351604772608607,46.04897416591608,6.1953974072738545,1.534134125380073,0.24781589629095419,116.71496542754997
39,A,100000.0,55.0,2000.0,39.0,71533.0,0.0,0.0,73.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.10688,0.0,100.0,70.0,0.010800265380168187,772.5753834395709,1080.0265380168187,0.0,140.4860591098786,0.0,1.3144279482585945,0.9200995637810162,26.28855896517189,75.21997953822563,0.042060408964709584,20.621271423460136,0.0,0.0,110.35289066140447,320.3018804930027,5.517644533070223,0.0,733.6438525238386,3.8623511731491567,1.237276285407608,952.9728380616564,291.77411225482774,0.0,5.253038282805023,3.1512378434151223,39.08107478059154,4.909079178184736,1.2605526004546947,0.19636316712738944,116.71496542754997
40,A,100000.0,55.0,2000.0,40.0,73046.0,0.0,0.0,74.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.11636,0.0,100.0,70.0,0.00878006278048927,641.3484658636193,878.006278048927,0.0,125.67188796363703,0.0,1.0800265380168186,0.7560185766117731,21.600530760336373,63.11329479678123,0.032942559943129786,17.28755278342001,0.0,0.0,87.42690496408188,257.8939761744972,4.371345248204094,0.0,622.5035475149136,3.059941673742866,1.0372531670052005,800.4019056472758,291.77411225482774,0.0,4.225883528709616,2.5617950233189113,32.806655651719346,3.84488974485743,1.0247647238765234,0.15379558979429722,116.71496542754997
41,A,100000.0,55.0,2000.0,41.0,74479.0,0.0,0.0,75.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.12668,0.0,100.0,70.0,0.007054380073260339,525.4031734763568,705.4380073260338,0.0,111.22583530323806,0.0,0.8780062780489271,0.6146043946342489,17.56012556097854,52.31442366624483,0.025480199560365704,14.319579989955562,0.0,0.0,68.45942917189534,205.09644042469588,3.422971458594767,0.0,521.7318014518733,2.396080021016337,0.8591747993973337,664.187864184285,291.77411225482774,0.0,3.357665702852801,2.058285483383682,27.210215162903214,2.973920610775204,0.8233517263633778,0.11895682443100816,116.71496542754997
42,A,100000.0,55.0,2000.0,42.0,75843.0,0.0,0.0,76.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.13784,0.0,100.0,70.0,0.005595443978045163,424.3752576268793,559.5443978045164,0.0,97.2375749298205,0.0,0.7054380073260339,0.4938066051282237,14.108760146520677,42.80202783170271,0.019445027469519996,11.707308081981393,0.0,0.0,52.93527575535347,160.9858743754389,2.6467637877676737,0.0,431.3752382067101,1.8527346514373717,0.7024384849188836,543.9253352660005,291.77411225482774,0.0,2.63279753156958,1.6326056993657494,22.273394032002674,2.269525708842834,0.6530720504493339,0.09078102835371336,116.71496542754997
43,A,100000.0,55.0,2000.0,43.0,77152.0,0.0,0.0,77.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.14984,0.0,100.0,70.0,0.0043764608401848865,337.65270674194437,437.64608401848864,0.0,83.84213256702874,0.0,0.5595443978045164,0.3916810784631614,11.190887956090327,34.53597550353123,0.014627384590255635,9.438730628805263,0.0,0.0,40.37957623318611,124.62328151875374,2.0189788116593057,0.0,351.39267280515804,1.413285168161514,0.5663238377283157,439.06864207054645,291.77411225482774,0.0,2.03567094791348,1.2769379764629627,17.972332182014764,1.7072346867472135,0.5107984756572054,0.06828938746988854,116.71496542754997
44,A,100000.0,55.0,2000.0,44.0,78424.0,0.0,0.0,78.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.16259,0.0,100.0,70.0,0.0033717007064048878,264.4222561990969,337.1700706404888,0.0,71.15687680056607,0.0,0.43764608401848865,0.30635225881294204,8.752921680369774,27.457565194452766,0.010836019133680973,7.497052477670318,0.0,0.0,30.356235808179612,95.07223727597265,1.5178117904089807,0.0,281.60624715033566,1.0624682532862866,0.44982314866021905,348.90252866182396,291.77411225482774,0.0,1.5507739481017035,0.9837749804002617,14.276458079974493,1.2647255985598966,0.3935279313800923,0.050589023942395867,116.71496542754997
45,A,100000.0,55.0,2000.0,45.0,79683.0,0.0,0.0,79.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.17587,0.0,100.0,70.0,0.0025564221269159036,203.70338433903996,255.64221269159037,0.0,59.29810032354276,0.0,0.33717007064048876,0.23601904944834215,6.743401412809775,21.493378191076854,0.007897759192623324,5.861634244070769,0.0,0.0,22.467446692922234,71.4175615725588,1.123372334646112,0.0,221.713620235783,0.7863606342522782,0.35169805464424614,272.57346808431794,291.77411225482774,0.0,1.1629817573655525,0.7458977966294863,11.149747215081558,0.9217866911222001,0.29837272016121347,0.03687146764488801,116.71496542754997
46,A,100000.0,55.0,2000.0,46.0,80959.0,0.0,0.0,80.0,100000.0,0.08,0.06,0.0,0.04,0.0,0.05,0.035,0.02,0.0005,0.06,0.0,0.18957,0.0,100.0,70.0,0.0019060570895711392,154.31247591458987,190.60570895711393,0.0,48.462094259944784,0.0,0.2556422126915904,0.17894954888411324,5.112844253831807,16.557230317838773,0.0056572474334123535,4.508659448356503,0.0,0.0,16.353007091316957,52.780885844384294,0.817650354565848,0.0,171.28406472167157,0.5723552481960935,0.2705195669013902,209.10194907750085,291.77411225482774,0.0,0.8578029730159286,0.5561381152166398,8.551208062790279,0.6602854386058747,0.22246538731223203,0.02641141754423499,116.71496542754997
